"","Personnel.Number","Gender","Hire.Date","Exit.Date","Exit.Reason","Cost.Center","Employee.Group","Employee.Subgroup","Location.Code","Employment.Days","Currently.Employed","Lasted.6.Months","Lasted.1.Year","Lasted.2.Years","Lasted.3.Years","Lasted.4.Years","Lasted.5.Years"
"12832","60530808","Male",1987-04-16,NA,NA,"15010","Employee","Salary Grade 12","1052",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12833","60530810","Female",2007-10-02,NA,NA,"40010","Employee","Nonexempt","1052",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12834","60530811","Male",2013-03-12,NA,NA,"11000","Employee","Hourly","1052",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12835","60530812","Male",1989-03-14,NA,NA,"15020","Employee","Salary Grade Less 12","1052",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12836","60530814","Male",2009-03-20,NA,NA,"11000","Employee","Nonexempt","1052",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12837","60530815","Female",2011-10-31,NA,NA,"15020","Employee","Salary Grade Less 12","1052",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12838","60530818","Female",1981-06-15,NA,NA,"40020","Employee","Nonexempt","1052",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12839","60530819","Male",2004-07-19,NA,NA,"10000","Employee","Salary Grade Less 12","1052",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12840","60530820","Female",2009-10-12,NA,NA,"20010","Employee","Nonexempt","1052",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12841","60530822","Male",1974-03-18,NA,NA,"12000","Employee","Salary Grade Less 12","1052",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12842","60530823","Male",2011-07-14,NA,NA,"11000","Employee","Hourly","1052",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12843","60530824","Male",2000-05-09,NA,NA,"13000","Employee","Nonexempt","1052",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12844","60530828","Male",2011-03-04,NA,NA,"11000","Employee","Hourly","1052",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12845","60530830","Male",2004-05-23,NA,NA,"10000","Employee","Salary Grade 12","1052",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12846","60530831","Male",2008-05-20,NA,NA,"11000","Employee","Nonexempt","1052",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12847","60530834","Female",2012-05-02,NA,NA,"11000","Employee","Hourly","1052",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12848","60530836","Male",1981-09-14,NA,NA,"11000","Employee","Hourly","1052",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12849","60530839","Male",2011-07-27,NA,NA,"11000","Employee","Hourly","1052",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12850","60530841","Male",2005-05-25,NA,NA,"11000","Employee","Nonexempt","1052",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12851","60530843","Female",1978-08-07,NA,NA,"11000","Employee","Hourly","1052",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12852","60530844","Male",2014-05-05,NA,NA,"14000","Employee","Salary Grade Less 12","1052",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12853","60530846","Male",2011-03-18,NA,NA,"11000","Employee","Hourly","1052",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12854","60530847","Male",2012-01-23,NA,NA,"15020","Employee","Nonexempt","1052",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12855","60530848","Male",2006-03-24,NA,NA,"11000","Employee","Hourly","1052",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12856","60530850","Male",2010-07-02,NA,NA,"11000","Employee","Hourly","1052",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12857","60530855","Male",2014-07-21,NA,NA,"99626","Employee","Salary Grade 12","1060",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12858","60530859","Male",2004-01-14,NA,NA,"11000","Employee","Nonexempt","1052",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12859","60530859","Male",2004-01-14,NA,NA,"11000","Employee","Nonexempt","1052",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12860","60530861","Female",2014-03-06,NA,NA,"40020","Employee","Nonexempt","1052",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
"12861","60530863","Female",2008-09-22,NA,NA,"11000","Employee","Nonexempt","1052",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12862","60530864","Male",2007-11-05,NA,NA,"10000","Employee","Salary Grade Less 12","1052",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12863","60530877","Male",2014-11-17,NA,NA,"12180","Employee","Hourly","1002",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12864","60530878","Male",2014-09-22,NA,NA,"12050","Employee","Hourly","1002",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12865","60530881","Female",2014-11-16,NA,NA,"2301208110","Employee","Hourly","1089",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12866","60530891","Female",2014-12-21,NA,NA,"2301202050","Employee","Hourly","1008",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12867","60530894","Female",2014-12-21,NA,NA,"2301202040","Employee","Hourly","1008",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12868","60530895","Male",2015-02-01,NA,NA,"2301202050","Employee","Hourly","1008",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12869","60530896","Female",2014-07-28,NA,NA,"70900","Employee","Salary Grade Less 12","1047",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12870","60530897","Male",2014-07-28,NA,NA,"70820","Employee","Salary Grade Less 12","1047",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12871","60530898","Female",2014-12-22,NA,NA,"18390","Employee","Hourly","1003",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12872","60530899","Male",2014-07-28,NA,NA,"71180","Employee","Salary Grade Less 12","1047",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12873","60530902","Female",2014-07-28,NA,NA,"70620","Employee","Hourly","1047",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12874","60530905","Male",2014-12-15,NA,NA,"12170","Employee","Hourly","1002",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12875","60530907","Female",2014-10-26,NA,NA,"2301258210","Employee","Hourly","1008",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12876","60530916","Male",2014-08-04,NA,NA,"99635","Employee","Salary Grade 12","1107",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12877","60530917","Male",2014-08-04,NA,NA,"99614","Employee","Salary Grade Less 12","1070",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12878","60530920","Male",2015-04-13,NA,NA,"22020","Employee","Hourly","1002",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"12879","60530921","Female",2014-08-04,NA,NA,"99456","Employee","Nonexempt","1106",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12880","60530927","Male",2014-10-19,NA,NA,"2301202020","Employee","Hourly","1008",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12881","60530930","Male",2014-08-04,NA,NA,"99153","Employee","Salary Grade Less 12","1105",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12882","60530939","Male",2014-08-04,NA,NA,"99121","Employee","Salary Grade Less 12","1106",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12883","60530946","Male",2014-10-27,NA,NA,"12050","Employee","Hourly","1002",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12884","60530948","Female",2014-12-21,NA,NA,"2301208110","Employee","Hourly","1089",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12885","60530949","Male",2014-12-21,NA,NA,"2301208010","Employee","Hourly","1008",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12886","60530951","Male",2014-11-02,NA,NA,"2301259140","Employee","Salary Grade Less 12","1008",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12887","60530956","Male",2015-04-13,NA,NA,"12260","Employee","Hourly","1002",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"12888","60530957","Male",2015-06-08,NA,NA,"12250","Employee","Nonexempt","1002",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"12889","60530958","Male",2014-12-15,NA,NA,"12120","Employee","Hourly","1002",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12890","60530961","Male",2007-08-20,NA,NA,"13000","Employee","Nonexempt","1052",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12891","60530967","Male",2014-08-11,NA,NA,"71020","Employee","Salary Grade Less 12","1047",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12892","60530968","Male",2014-08-11,NA,NA,"80680","Employee","Hourly","1047",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12893","60530973","Male",2014-08-11,NA,NA,"70610","Employee","Hourly","1047",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12894","60530975","Male",2014-08-11,NA,NA,"80670","Employee","Salary Grade Less 12","1047",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12895","60530980","Male",2014-08-11,NA,NA,"70625","Employee","Nonexempt","1047",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12896","60530988","Female",2014-08-11,NA,NA,"99188","Employee","Salary Grade Less 12","1105",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12897","60530989","Male",2014-08-11,NA,NA,"99154","Employee","Salary Grade Less 12","1105",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12898","60530990","Male",2014-08-11,NA,NA,"99932","Employee","Salary Grade 12","1035",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12899","60530993","Male",2014-08-11,NA,NA,"71170","Employee","Nonexempt","1047",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12900","60530994","Male",2014-08-11,NA,NA,"22020","Employee","Hourly","1002",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12901","60530995","Male",2014-08-11,NA,NA,"12050","Employee","Hourly","1002",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12902","60531000","Male",2014-11-24,NA,NA,"2301219120","Employee","Salary Grade Less 12","1008",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12903","60531006","Male",2014-08-11,NA,NA,"12960","Employee","Salary Grade Less 12","1002",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12904","60531009","Male",2014-12-15,NA,NA,"12120","Employee","Hourly","1002",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12905","60531011","Male",2014-11-17,NA,NA,"12030","Employee","Hourly","1002",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12906","60531012","Male",2014-11-17,NA,NA,"10110","Employee","Nonexempt","1002",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12907","60531013","Male",2014-11-17,NA,NA,"12180","Employee","Hourly","1002",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12908","60531014","Male",2014-11-17,NA,NA,"12180","Employee","Hourly","1002",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12909","60531016","Male",2015-03-16,NA,NA,"12180","Employee","Hourly","1002",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12910","60531024","Male",2014-12-28,NA,NA,"2301203050","Employee","Hourly","1008",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12911","60531025","Female",2015-03-16,NA,NA,"2301202050","Employee","Hourly","1008",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12912","60531026","Female",2014-12-21,NA,NA,"2301203030","Employee","Hourly","1008",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12913","60531032","Male",2015-02-16,NA,NA,"12240","Employee","Nonexempt","1002",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12914","60531034","Male",2015-04-13,NA,NA,"12240","Employee","Hourly","1002",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"12915","60531037","Male",2014-08-25,NA,NA,"80660","Employee","Salary Grade Less 12","1047",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12916","60531038","Male",2011-01-17,NA,NA,"71220","Inpatriate","Salary Grade Less 12","1047",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12917","60531042","Male",2014-08-18,NA,NA,"2301219610","Employee","Salary Grade Less 12","1089",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12918","60531044","Male",2014-08-25,NA,NA,"71040","Employee","Salary Grade Less 12","1047",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12919","60531046","Male",2014-11-17,NA,NA,"12180","Employee","Hourly","1002",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12920","60531050","Male",2014-08-25,NA,NA,"99119","Employee","Salary Grade Less 12","1106",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12921","60531051","Male",2014-08-25,NA,NA,"99638","Employee","Salary Grade 12","1107",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12922","60531053","Male",2014-08-25,NA,NA,"12730","Employee","Hourly","1002",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12923","60531057","Male",2014-08-25,NA,NA,"22060","Employee","Salary Grade Less 12","1002",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12924","60531063","Male",2015-03-16,NA,NA,"12180","Employee","Hourly","1002",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12925","60531069","Female",2014-12-21,NA,NA,"2301208110","Employee","Hourly","1089",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12926","60531078","Male",2014-09-02,NA,NA,"98004","Employee","Salary Grade Less 12","1039",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12927","60531084","Male",2014-08-25,NA,NA,"15020","Employee","Nonexempt","1052",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12928","60531087","Female",2014-12-21,NA,NA,"2301203050","Employee","Hourly","1008",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12929","60531090","Female",2014-09-22,NA,NA,"70620","Employee","Hourly","1047",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12930","60531091","Male",2014-09-08,NA,NA,"70620","Employee","Hourly","1047",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12931","60531092","Male",2014-09-02,NA,NA,"99154","Employee","Salary Grade 12","1105",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12932","60531093","Male",2014-09-08,NA,NA,"80650","Employee","Hourly","1047",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12933","60531095","Male",2014-09-08,NA,NA,"80675","Employee","Hourly","1047",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12934","60531098","Male",2014-09-08,NA,NA,"70700","Employee","Salary Grade Less 12","1047",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12935","60531103","Male",2014-09-08,NA,NA,"99273","Employee","Salary Grade Less 12","1107",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12936","60531108","Male",2014-12-15,NA,NA,"22060","Employee","Nonexempt","1002",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12937","60531110","Male",2014-12-15,NA,NA,"12180","Employee","Hourly","1002",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12938","60531111","Male",2014-12-15,NA,NA,"12180","Employee","Hourly","1002",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12939","60531112","Male",2015-04-13,NA,NA,"12030","Employee","Hourly","1002",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"12940","60531114","Male",2014-09-08,NA,NA,"70620","Employee","Hourly","1047",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12941","60531116","Male",2015-04-13,NA,NA,"12030","Employee","Hourly","1002",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"12942","60531120","Male",2015-03-16,NA,NA,"12180","Employee","Hourly","1002",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12943","60531122","Male",2015-05-11,NA,NA,"12260","Employee","Hourly","1002",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"12944","60531125","Female",2015-05-10,NA,NA,"2301202050","Employee","Hourly","1008",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"12945","60531133","Male",2015-06-29,NA,NA,"2301203050","Employee","Hourly","1008",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"12946","60531138","Male",2014-12-15,NA,NA,"12180","Employee","Hourly","1002",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12947","60531140","Male",2014-10-06,NA,NA,"70620","Employee","Hourly","1047",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12948","60531141","Female",2015-02-01,NA,NA,"2301202050","Employee","Hourly","1008",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12949","60531147","Male",2014-09-12,NA,NA,"22310","Employee","Hourly","1002",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12950","60531148","Male",2014-10-06,NA,NA,"80660","Employee","Hourly","1047",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12951","60531149","Male",2015-03-16,NA,NA,"2301203070","Employee","Hourly","1008",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12952","60531152","Male",2014-09-12,NA,NA,"12730","Employee","Hourly","1002",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12953","60531157","Male",2014-09-22,NA,NA,"80650","Employee","Hourly","1047",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12954","60531158","Male",2014-10-06,NA,NA,"70620","Employee","Hourly","1047",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12955","60531160","Female",2014-11-17,NA,NA,"22060","Employee","Hourly","1002",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12956","60531166","Male",2015-02-08,NA,NA,"2301203040","Employee","Hourly","1008",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12957","60531166","Male",2015-02-08,NA,NA,"2301203040","Employee","Hourly","1008",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12958","60531178","Male",2014-09-15,NA,NA,"99633","Employee","Salary Grade 12","1060",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12959","60531182","Male",2014-12-15,NA,NA,"12170","Employee","Hourly","1002",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12960","60531183","Female",2006-01-09,NA,NA,"99689","Employee","Salary Grade Less 12","1106",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12961","60531184","Female",2014-09-22,NA,NA,"99625","Employee","Salary Grade 12","1060",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12962","60531189","Male",2014-09-15,NA,NA,"2301259141","Employee","Salary Grade Less 12","1089",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12963","60531190","Male",2014-09-22,NA,NA,"99646","Employee","Salary Grade Less 12","1070",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12964","60531191","Male",2015-03-30,NA,NA,"2301202020","Employee","Hourly","1008",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12965","60531200","Male",2014-09-22,NA,NA,"12140","Employee","Hourly","1002",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12966","60531203","Male",2014-09-22,NA,NA,"22020","Employee","Hourly","1002",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12967","60531204","Male",2014-09-22,NA,NA,"12120","Employee","Hourly","1002",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12968","60531206","Male",2014-12-15,NA,NA,"22040","Employee","Hourly","1002",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12969","60531210","Male",2015-01-26,NA,NA,"12030","Employee","Hourly","1002",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12970","60531218","Male",2015-03-16,NA,NA,"18760","Employee","Hourly","1003",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12971","60531222","Male",2015-01-26,NA,NA,"12180","Employee","Hourly","1002",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12972","60531230","Female",2006-08-18,NA,NA,"70700","Employee","Salary Grade 12","1047",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12973","60531231","Male",2014-10-06,NA,NA,"70620","Employee","Hourly","1047",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12974","60531232","Male",2014-10-06,NA,NA,"70610","Employee","Hourly","1047",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12975","60531234","Female",2015-01-26,NA,NA,"12570","Employee","Hourly","1002",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12976","60531240","Female",2014-09-29,NA,NA,"99609","Employee","Nonexempt","1070",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12977","60531242","Female",2014-12-21,NA,NA,"2301202050","Employee","Hourly","1008",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12978","60531244","Male",2014-10-01,NA,NA,"12960","Employee","Salary Grade Less 12","1002",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12979","60531245","Male",2014-10-01,NA,NA,"12960","Employee","Nonexempt","1002",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12980","60531246","Male",2014-10-01,NA,NA,"12960","Employee","Nonexempt","1002",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12981","60531248","Female",2014-10-01,NA,NA,"12960","Employee","Nonexempt","1002",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12982","60531250","Male",2014-10-01,NA,NA,"12960","Employee","Nonexempt","1002",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12983","60531252","Male",2014-10-01,NA,NA,"12960","Employee","Nonexempt","1002",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12984","60531260","Male",2015-08-31,NA,NA,"12050","Employee","Hourly","1002",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"12985","60531263","Male",2014-10-06,NA,NA,"80640","Employee","Hourly","1047",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12986","60531270","Female",2015-01-26,NA,NA,"12710","Employee","Nonexempt","1002",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12987","60531278","Male",2014-10-01,NA,NA,"99534","Employee","Salary Grade Less 12","1061",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12988","60531279","Male",2014-10-06,NA,NA,"2301219140","Employee","Salary Grade Less 12","1008",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12989","60531283","Female",2014-10-07,NA,NA,"99660","Employee","Salary Grade Less 12","1070",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12990","60531284","Male",2014-12-15,NA,NA,"12530","Employee","Hourly","1002",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12991","60531292","Female",2015-01-25,NA,NA,"2301219610","Employee","Nonexempt","1089",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12992","60531297","Male",2015-08-31,NA,NA,"12260","Employee","Nonexempt","1002",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"12993","60531300","Male",2014-10-20,NA,NA,"99190","Employee","Salary Grade Less 12","0703",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"12994","60531302","Male",2015-05-11,NA,NA,"12040","Employee","Hourly","1002",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"12995","60531303","Male",2015-11-02,NA,NA,"22060","Employee","Hourly","1002",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"12996","60531306","Male",1991-02-01,NA,NA,"71220","Inpatriate","Salary Grade Less 12","1047",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"12997","60531307","Male",2015-08-31,NA,NA,"12170","Employee","Hourly","1002",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"12998","60531314","Male",2015-04-12,NA,NA,"2301202020","Employee","Hourly","1008",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"12999","60531316","Male",2015-03-01,NA,NA,"2301203040","Employee","Hourly","1008",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"13000","60531321","Male",2015-03-16,NA,NA,"2301203030","Employee","Hourly","1008",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"13001","60531323","Male",2015-11-30,NA,NA,"2301202020","Employee","Hourly","1008",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"13002","60531328","Female",2014-10-20,NA,NA,"80680","Employee","Hourly","1047",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"13003","60531330","Male",2014-10-20,NA,NA,"80675","Employee","Hourly","1047",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"13004","60531331","Male",2014-10-20,NA,NA,"80665","Employee","Hourly","1047",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"13005","60531332","Female",2014-10-20,NA,NA,"80660","Employee","Hourly","1047",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"13006","60531333","Female",2014-10-20,NA,NA,"80660","Employee","Hourly","1047",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"13007","60531336","Male",2014-10-20,NA,NA,"80660","Employee","Hourly","1047",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"13008","60531337","Female",2014-10-13,NA,NA,"99130","Employee","Salary Grade Less 12","1106",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"13009","60531338","Female",2015-04-26,NA,NA,"2301203040","Employee","Hourly","1008",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"13010","60531340","Male",2015-02-16,NA,NA,"12180","Employee","Hourly","1002",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"13011","60531349","Female",2015-02-01,NA,NA,"2301258210","Employee","Hourly","1008",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
